epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
52,13481.7,1.85609,1.46497,1.38521,0.63726,0.54292,0.55002,0.2313,2.00846,1.80358,1.39784,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,13740.7,1.85474,1.4543,1.38837,0.63975,0.53889,0.55195,0.23136,2.01301,1.8165,1.39676,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,13997.3,1.83039,1.42509,1.36592,0.64895,0.53733,0.55729,0.23506,1.98972,1.76002,1.38727,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,14256.4,1.84585,1.44704,1.38418,0.66294,0.53086,0.55619,0.23896,1.9968,1.76502,1.38947,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,14515.8,1.82611,1.42281,1.37004,0.659,0.52835,0.55647,0.23895,2.0023,1.7983,1.39036,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,14773.5,1.82156,1.38889,1.35689,0.63448,0.55438,0.56089,0.23998,2.00654,1.83179,1.38424,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,15033.1,1.80429,1.38043,1.34346,0.64031,0.55377,0.56315,0.24241,1.99475,1.81463,1.37956,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,15292.3,1.79211,1.3805,1.33568,0.64376,0.55005,0.56544,0.24502,1.99048,1.81174,1.37288,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,15552.4,1.78697,1.37194,1.33738,0.65215,0.55076,0.56508,0.24757,1.98779,1.81955,1.37085,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,15812.2,1.78755,1.35772,1.33704,0.64707,0.56337,0.57017,0.2505,1.98525,1.81921,1.36764,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,16071.8,1.7715,1.34872,1.33718,0.63011,0.57546,0.57334,0.25327,1.98548,1.8105,1.36907,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,16330.5,1.76434,1.3243,1.31622,0.65086,0.55531,0.57292,0.25722,1.97999,1.79805,1.36668,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,16589.6,1.76003,1.31792,1.31614,0.65187,0.56402,0.58025,0.25932,1.97636,1.78821,1.36219,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,16849.7,1.75237,1.30945,1.31183,0.64923,0.57112,0.58404,0.26055,1.97221,1.78244,1.35744,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,17110.5,1.73131,1.30183,1.30946,0.65268,0.56952,0.58538,0.26248,1.97119,1.77007,1.35984,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,17371.7,1.72657,1.29259,1.30351,0.66795,0.56368,0.58344,0.26386,1.9671,1.76447,1.35849,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,17632.2,1.71384,1.28137,1.29323,0.66617,0.56957,0.58636,0.26596,1.96849,1.76081,1.35931,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,17892.3,1.68997,1.23327,1.27944,0.66516,0.56399,0.58849,0.26621,1.97005,1.75297,1.36476,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,18152.3,1.70556,1.26124,1.29349,0.6659,0.56957,0.59024,0.26778,1.97002,1.74532,1.3691,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,18411.9,1.67466,1.24018,1.28526,0.6587,0.58072,0.59192,0.27054,1.96883,1.73852,1.36731,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,18670.8,1.66071,1.22115,1.27307,0.6687,0.57577,0.59287,0.27178,1.96617,1.74029,1.36648,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,18929.8,1.66354,1.21507,1.27073,0.66283,0.5767,0.59444,0.27351,1.96536,1.73752,1.36615,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,19190,1.6513,1.19589,1.26383,0.67048,0.57631,0.59507,0.27381,1.96267,1.72975,1.36392,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,19449.1,1.6281,1.18954,1.25526,0.67613,0.57447,0.59647,0.27448,1.96148,1.72307,1.36593,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,19709.1,1.64524,1.18639,1.26182,0.67516,0.57856,0.59742,0.27625,1.95738,1.72135,1.36658,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,19969.5,1.6258,1.16976,1.25116,0.67537,0.57892,0.59747,0.27774,1.95253,1.71857,1.36484,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,20228.7,1.62135,1.1689,1.24717,0.66806,0.57814,0.59583,0.27924,1.94866,1.71574,1.36372,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,20488.1,1.60159,1.14605,1.23812,0.67051,0.58647,0.59773,0.28154,1.94586,1.71184,1.36349,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,20747.7,1.60069,1.14392,1.24023,0.67699,0.58712,0.59865,0.28235,1.94367,1.70712,1.36412,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,21007.1,1.59388,1.14205,1.23853,0.68234,0.58537,0.59921,0.28317,1.94292,1.70813,1.36361,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,21267,1.58099,1.13577,1.23443,0.68314,0.58599,0.602,0.28504,1.94222,1.70817,1.3621,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,21526.5,1.59082,1.14082,1.23785,0.69517,0.5816,0.60318,0.2866,1.9402,1.70968,1.36147,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,21786.7,1.56926,1.10395,1.21775,0.6976,0.57977,0.60346,0.28798,1.93978,1.70839,1.36174,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,22046,1.54603,1.0988,1.21717,0.70081,0.57706,0.60325,0.28849,1.93911,1.70631,1.3619,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,22316.2,1.4083,0.85467,1.1617,0.70169,0.57948,0.60449,0.28986,1.93754,1.70638,1.36134,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,22574.4,1.39064,0.83446,1.15099,0.70481,0.58157,0.60622,0.29047,1.93575,1.70222,1.36057,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,22832.7,1.36061,0.81122,1.14404,0.70545,0.58506,0.60978,0.29182,1.93482,1.70007,1.36042,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,23090.8,1.35267,0.79938,1.13302,0.70692,0.58847,0.61025,0.29309,1.93728,1.68722,1.36798,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
