epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.6878,3.00012,2.25524,1.48208,0.27878,0.2069,0.15051,0.0522,2.75128,2.07564,1.41539,0.00038,0.00038,0.00038
2,21.0671,2.51244,1.90066,1.27191,0.4745,0.27586,0.26581,0.10682,2.42383,1.88301,1.2561,0.00074139,0.00074139,0.00074139
3,31.8787,2.21145,1.69002,1.18187,0.41164,0.37241,0.31322,0.11935,2.27182,1.76351,1.23201,0.00106318,0.00106318,0.00106318
4,42.0756,2.23259,1.70273,1.15494,0.39482,0.38621,0.32621,0.14098,2.17944,1.76879,1.20532,0.00134537,0.00134537,0.00134537
5,52.3823,2.10672,1.54078,1.13896,0.44136,0.37931,0.36063,0.14129,2.22643,1.69787,1.17968,0.00158796,0.00158796,0.00158796
6,62.683,2.08736,1.49449,1.13136,0.51184,0.36881,0.36975,0.15717,2.20531,1.69143,1.18534,0.001505,0.001505,0.001505
7,72.9422,1.9859,1.48746,1.10397,0.48082,0.3931,0.38281,0.15884,2.23216,1.68613,1.23131,0.001406,0.001406,0.001406
8,83.0991,1.92622,1.39279,1.10485,0.50737,0.37931,0.38524,0.15639,2.25832,1.57904,1.19935,0.001307,0.001307,0.001307
9,93.1191,1.92455,1.29851,1.04971,0.55725,0.42069,0.42256,0.1782,2.23643,1.57212,1.18702,0.001208,0.001208,0.001208
10,103.524,1.98782,1.34592,1.08369,0.57438,0.4002,0.42382,0.17408,2.2431,1.55234,1.17704,0.001109,0.001109,0.001109
11,113.295,1.91739,1.31577,1.0985,0.62945,0.36318,0.41089,0.16307,2.21265,1.5502,1.14894,0.00101,0.00101,0.00101
12,123.087,1.81205,1.20494,1.06274,0.60802,0.38621,0.42777,0.18234,2.19547,1.52485,1.15404,0.000911,0.000911,0.000911
13,132.987,1.79806,1.17656,1.02664,0.63686,0.35862,0.43529,0.18799,2.19531,1.51194,1.1477,0.000812,0.000812,0.000812
14,142.723,1.75162,1.12902,1.01251,0.63688,0.36289,0.42622,0.18291,2.19073,1.51641,1.15398,0.000713,0.000713,0.000713
15,152.334,1.70199,1.14568,1.02213,0.55823,0.41379,0.42421,0.1768,2.18714,1.49549,1.1518,0.000614,0.000614,0.000614
16,162.152,1.74408,1.09975,1.03478,0.54087,0.4306,0.43533,0.18372,2.2145,1.47992,1.15146,0.000515,0.000515,0.000515
17,171.818,1.66414,1.03562,1.00125,0.55206,0.4,0.42718,0.18276,2.20354,1.49163,1.1389,0.000416,0.000416,0.000416
18,181.381,1.63069,1.03185,1.01253,0.54925,0.4,0.43092,0.18164,2.17739,1.50901,1.13884,0.000317,0.000317,0.000317
19,191.042,1.61614,1.00331,0.9705,0.66624,0.36552,0.43859,0.18436,2.16561,1.50642,1.13866,0.000218,0.000218,0.000218
20,200.64,1.60378,1.01499,1.00125,0.65019,0.36552,0.43818,0.18425,2.16968,1.51572,1.14082,0.000119,0.000119,0.000119
