epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.0774,1.87867,1.36154,1.07186,0.4618,0.46405,0.41919,0.17294,2.16515,1.6526,1.05635,0.00038,0.00038,0.00038
2,26.1993,1.89666,1.27468,1.05883,0.46536,0.47712,0.40889,0.17277,2.18483,1.68065,1.03743,0.000764556,0.000764556,0.000764556
3,39.0696,1.86555,1.19926,1.07141,0.53239,0.39869,0.4066,0.15947,2.22158,1.62843,1.06014,0.00113327,0.00113327,0.00113327
4,51.7535,1.89283,1.26915,1.08084,0.49124,0.47059,0.41703,0.17528,2.19757,1.53372,1.05501,0.00148615,0.00148615,0.00148615
5,64.788,1.86481,1.20009,1.04553,0.51565,0.49673,0.44851,0.19193,2.12548,1.59498,1.03001,0.00182318,0.00182318,0.00182318
6,77.7113,1.81202,1.16315,1.03892,0.55928,0.43791,0.41904,0.16429,2.20195,1.78058,1.02409,0.001802,0.001802,0.001802
7,90.4938,1.87938,1.19074,1.07724,0.51777,0.38562,0.37954,0.16704,2.24648,1.8113,1.06304,0.0017624,0.0017624,0.0017624
8,103.064,1.73268,1.1051,1.0273,0.48683,0.47745,0.41758,0.16914,2.22582,1.72423,1.05364,0.0017228,0.0017228,0.0017228
9,115.752,1.73532,1.11601,1.03681,0.53119,0.45916,0.41358,0.1611,2.21273,1.77563,1.08628,0.0016832,0.0016832,0.0016832
10,128.67,1.73277,1.05068,1.02047,0.57115,0.45098,0.44468,0.17459,2.18882,1.71245,1.07026,0.0016436,0.0016436,0.0016436
11,141.351,1.76886,1.07278,1.00574,0.59603,0.51634,0.4693,0.1747,2.35221,1.59689,1.10544,0.001604,0.001604,0.001604
12,154.263,1.68344,1.04038,1.02096,0.68118,0.46405,0.44553,0.18038,2.26384,1.65334,1.08122,0.0015644,0.0015644,0.0015644
13,167.047,1.68153,1.02407,0.99718,0.52482,0.50327,0.46041,0.18496,2.26435,1.6715,1.06675,0.0015248,0.0015248,0.0015248
14,180.066,1.66265,1.03202,1.00609,0.58861,0.47712,0.45552,0.18973,2.12131,1.71471,1.04493,0.0014852,0.0014852,0.0014852
15,192.846,1.66055,0.96404,0.99089,0.59576,0.45752,0.44957,0.17785,2.17338,1.86745,1.0663,0.0014456,0.0014456,0.0014456
16,205.674,1.61653,0.9621,0.98867,0.52913,0.55085,0.45128,0.18494,2.17094,1.95024,1.06489,0.001406,0.001406,0.001406
17,218.501,1.63142,0.95773,0.97439,0.64788,0.42484,0.44922,0.19622,2.14049,1.9504,1.05038,0.0013664,0.0013664,0.0013664
18,231.512,1.67397,0.9664,0.98909,0.60337,0.45752,0.47602,0.19901,2.08618,1.873,1.04126,0.0013268,0.0013268,0.0013268
19,244.705,1.56236,0.9276,0.9707,0.61399,0.43664,0.47421,0.20486,2.14881,1.78653,1.02615,0.0012872,0.0012872,0.0012872
20,257.64,1.55843,0.90323,0.95794,0.58979,0.50327,0.51432,0.21548,2.18733,1.77533,1.03844,0.0012476,0.0012476,0.0012476
21,270.594,1.50581,0.87185,0.94323,0.66623,0.45098,0.4853,0.19764,2.23975,1.79248,1.08249,0.001208,0.001208,0.001208
22,283.388,1.43639,0.83009,0.9576,0.55726,0.45098,0.4626,0.20019,2.21144,1.80071,1.06774,0.0011684,0.0011684,0.0011684
23,296.228,1.46517,0.84939,0.96081,0.57962,0.44444,0.45409,0.1951,2.2137,1.86224,1.07397,0.0011288,0.0011288,0.0011288
24,309.017,1.45673,0.83169,0.93836,0.66772,0.44658,0.48084,0.20057,2.1495,1.82448,1.05082,0.0010892,0.0010892,0.0010892
25,321.952,1.46422,0.85075,0.93453,0.55267,0.51634,0.48899,0.20972,2.20369,1.7597,1.07258,0.0010496,0.0010496,0.0010496
26,334.67,1.45226,0.85185,0.92766,0.50494,0.52941,0.49145,0.21111,2.15735,1.70853,1.03818,0.00101,0.00101,0.00101
27,347.539,1.43403,0.81812,0.91673,0.60407,0.44875,0.46239,0.20373,2.20196,1.92574,1.07972,0.0009704,0.0009704,0.0009704
28,360.325,1.43994,0.80637,0.9168,0.62204,0.51632,0.49757,0.20762,2.23744,1.90642,1.06611,0.0009308,0.0009308,0.0009308
29,373.118,1.41196,0.81359,0.93171,0.68258,0.43571,0.48237,0.20624,2.16363,1.87572,1.04921,0.0008912,0.0008912,0.0008912
30,385.934,1.38784,0.78668,0.9343,0.57324,0.46405,0.45039,0.19071,2.21864,1.92123,1.05765,0.0008516,0.0008516,0.0008516
31,398.681,1.35843,0.76734,0.91976,0.55239,0.49673,0.44881,0.18829,2.25658,1.93306,1.06988,0.000812,0.000812,0.000812
32,411.557,1.34661,0.74607,0.90505,0.58756,0.43762,0.44099,0.18286,2.24974,1.98003,1.07245,0.0007724,0.0007724,0.0007724
33,424.506,1.44798,0.79057,0.89371,0.5201,0.5098,0.45494,0.18326,2.25805,1.99402,1.07001,0.0007328,0.0007328,0.0007328
34,437.291,1.31738,0.71944,0.89839,0.54053,0.46905,0.4467,0.18809,2.21645,2.07482,1.06347,0.0006932,0.0006932,0.0006932
35,450.213,1.34133,0.76188,0.91377,0.70052,0.39869,0.44443,0.18889,2.20347,2.02176,1.06286,0.0006536,0.0006536,0.0006536
