epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,59.8498,2.59101,2.35553,1.2857,0.45316,0.3886,0.33104,0.14533,2.12128,1.77125,1.19622,0.001625,0.001625,0.069125
2,119.166,2.27704,1.80632,1.12106,0.47105,0.43375,0.42253,0.19396,1.93098,1.60751,1.13885,0.00312873,0.00312873,0.0372954
3,178.731,2.12474,1.64023,1.11391,0.48884,0.51295,0.45931,0.20084,1.8943,1.52733,1.11969,0.00446746,0.00446746,0.00530079
4,238.438,2.01007,1.53776,1.05556,0.56581,0.51315,0.52823,0.24505,1.80117,1.42499,1.11445,0.0042575,0.0042575,0.0042575
5,298.645,2.02899,1.53131,1.09251,0.61071,0.56477,0.56741,0.27976,1.73172,1.37129,1.1136,0.00401,0.00401,0.00401
6,358.376,1.90726,1.41186,1.0363,0.6136,0.58031,0.58644,0.31103,1.69666,1.36214,1.11078,0.0037625,0.0037625,0.0037625
7,418.087,1.94785,1.49224,1.0374,0.62079,0.58549,0.59311,0.31201,1.69411,1.34734,1.09725,0.003515,0.003515,0.003515
8,477.783,1.91037,1.42014,1.03912,0.5898,0.60345,0.59566,0.31084,1.68585,1.34509,1.08982,0.0032675,0.0032675,0.0032675
9,537.444,1.85474,1.41727,1.02249,0.60085,0.63731,0.60272,0.31331,1.68091,1.35007,1.07749,0.00302,0.00302,0.00302
10,597.194,1.88085,1.35796,1.00228,0.65651,0.58031,0.60615,0.33333,1.62434,1.32422,1.06836,0.0027725,0.0027725,0.0027725
11,656.21,1.75156,1.35307,1.00011,0.60542,0.61214,0.59108,0.32683,1.62515,1.33672,1.05531,0.002525,0.002525,0.002525
12,714.781,1.70694,1.2426,0.9922,0.61104,0.62176,0.59378,0.33135,1.60561,1.32261,1.05936,0.0022775,0.0022775,0.0022775
13,773.189,1.73604,1.24204,0.99912,0.62063,0.6114,0.60965,0.32753,1.62798,1.28053,1.07262,0.00203,0.00203,0.00203
14,831.458,1.71337,1.22014,0.99308,0.63198,0.62176,0.6101,0.33986,1.61841,1.2669,1.07564,0.0017825,0.0017825,0.0017825
15,890.13,1.74706,1.2179,1.00347,0.62276,0.62176,0.61308,0.33754,1.63293,1.27461,1.07425,0.001535,0.001535,0.001535
16,948.953,1.67188,1.17462,1.0114,0.65264,0.62303,0.62211,0.34569,1.63353,1.26454,1.0685,0.0012875,0.0012875,0.0012875
17,1007.81,1.68849,1.18569,1.00494,0.64653,0.61658,0.62494,0.34803,1.62238,1.25293,1.06716,0.00104,0.00104,0.00104
18,1066.75,1.65838,1.15702,1.01338,0.65286,0.62365,0.62206,0.34516,1.62195,1.24587,1.06815,0.0007925,0.0007925,0.0007925
19,1125.71,1.63393,1.14534,1.00204,0.62486,0.63731,0.61977,0.34593,1.6202,1.24285,1.07341,0.000545,0.000545,0.000545
20,1184.57,1.65217,1.19156,0.98978,0.61172,0.62694,0.61496,0.34183,1.62805,1.24376,1.07289,0.0002975,0.0002975,0.0002975
