epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.1317,2.81344,2.49258,1.29714,0.54694,0.30151,0.32177,0.12409,2.35432,2.09226,1.28347,0.001625,0.001625,0.069125
2,29.5451,2.44169,1.98707,1.19654,0.46684,0.43216,0.40669,0.18046,2.10566,1.76886,1.18263,0.00312873,0.00312873,0.0372954
3,44.0918,2.1991,1.68783,1.12838,0.51072,0.50251,0.46771,0.21239,1.98724,1.6319,1.15394,0.00446746,0.00446746,0.00530079
4,58.7775,2.06835,1.53589,1.10792,0.51486,0.52796,0.48829,0.23988,1.93561,1.57249,1.16168,0.0042575,0.0042575,0.0042575
5,73.4413,2.07016,1.62332,1.09142,0.5683,0.52261,0.51789,0.25845,1.90088,1.52143,1.1497,0.00401,0.00401,0.00401
6,88.1093,2.03667,1.57555,1.06913,0.56992,0.53939,0.5371,0.26952,1.8414,1.48564,1.13154,0.0037625,0.0037625,0.0037625
7,102.639,1.95979,1.47237,1.08434,0.57722,0.53515,0.5587,0.27338,1.84741,1.47494,1.13798,0.003515,0.003515,0.003515
8,117.24,1.96945,1.43167,1.06915,0.53075,0.53266,0.5546,0.28819,1.79077,1.42981,1.12581,0.0032675,0.0032675,0.0032675
9,131.877,1.94367,1.45487,1.03556,0.56144,0.50754,0.56777,0.28961,1.7902,1.41765,1.11769,0.00302,0.00302,0.00302
10,146.628,1.84291,1.34249,1.02698,0.57732,0.52163,0.56643,0.29926,1.78239,1.40939,1.11673,0.0027725,0.0027725,0.0027725
11,160.872,1.73501,1.2999,1.01997,0.61961,0.50754,0.56769,0.28505,1.80653,1.42468,1.1344,0.002525,0.002525,0.002525
12,175.085,1.79297,1.29398,1.03603,0.63624,0.50099,0.56824,0.2959,1.77523,1.42195,1.13452,0.0022775,0.0022775,0.0022775
13,189.62,1.78552,1.30041,1.01524,0.59499,0.52261,0.55963,0.29001,1.78013,1.40421,1.13885,0.00203,0.00203,0.00203
14,204.645,1.77612,1.27378,1.01397,0.64298,0.49775,0.58151,0.30212,1.78153,1.39666,1.13545,0.0017825,0.0017825,0.0017825
15,219.809,1.66536,1.1937,1.00288,0.65277,0.48744,0.5802,0.29926,1.79322,1.39615,1.14119,0.001535,0.001535,0.001535
16,234.275,1.69092,1.18621,0.99011,0.59825,0.53266,0.58487,0.29931,1.81591,1.39347,1.15154,0.0012875,0.0012875,0.0012875
17,248.905,1.69404,1.24846,1.00349,0.65433,0.50754,0.5799,0.2925,1.83251,1.39984,1.15216,0.00104,0.00104,0.00104
18,263.681,1.66827,1.15714,0.98235,0.66009,0.50754,0.58093,0.29124,1.8243,1.40638,1.1543,0.0007925,0.0007925,0.0007925
19,278.293,1.65082,1.14366,0.98879,0.63454,0.51759,0.5781,0.29312,1.81062,1.41392,1.14561,0.000545,0.000545,0.000545
20,292.978,1.68597,1.18322,0.96983,0.6195,0.53181,0.5771,0.29457,1.80227,1.41919,1.14266,0.0002975,0.0002975,0.0002975
