epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.5,1.82314,1.3838,1.04594,0.57135,0.56784,0.58803,0.30532,1.80013,1.39315,1.13716,0.000325,0.000325,0.067825
2,41.0936,1.86986,1.33989,1.02784,0.65344,0.50251,0.58753,0.2992,1.79607,1.40762,1.13044,0.000645298,0.000645298,0.034812
3,61.3579,1.84221,1.34479,1.05983,0.67071,0.49749,0.58774,0.30796,1.78858,1.40422,1.13522,0.000952397,0.000952397,0.00178573
4,81.771,1.77094,1.29868,1.01261,0.66413,0.50675,0.58947,0.30282,1.79108,1.37845,1.14282,0.0009406,0.0009406,0.0009406
5,102.083,1.82514,1.32338,1.03166,0.62846,0.52764,0.59814,0.30489,1.7857,1.35912,1.1428,0.0009208,0.0009208,0.0009208
6,122.431,1.86187,1.32429,1.01603,0.61602,0.53769,0.60434,0.31036,1.77955,1.34186,1.1447,0.000901,0.000901,0.000901
7,142.99,1.75166,1.24564,1.01477,0.61488,0.57286,0.60842,0.30927,1.80644,1.33439,1.16644,0.0008812,0.0008812,0.0008812
8,163.747,1.82973,1.28421,1.01686,0.61593,0.52764,0.60785,0.31262,1.80283,1.3236,1.15757,0.0008614,0.0008614,0.0008614
9,186.33,1.75894,1.26573,1.0004,0.60491,0.56281,0.61805,0.31566,1.79038,1.31728,1.15813,0.0008416,0.0008416,0.0008416
10,208.151,1.7964,1.22107,0.98844,0.59377,0.57789,0.59785,0.30694,1.79567,1.31957,1.15638,0.0008218,0.0008218,0.0008218
11,228.434,1.74634,1.24533,0.98142,0.61837,0.56184,0.60519,0.31353,1.80484,1.31069,1.16811,0.000802,0.000802,0.000802
12,248.589,1.7836,1.22602,0.97915,0.61762,0.56816,0.62343,0.32145,1.79603,1.30349,1.15367,0.0007822,0.0007822,0.0007822
13,269.001,1.75812,1.21345,0.98972,0.60904,0.54271,0.60577,0.32099,1.79237,1.30098,1.15211,0.0007624,0.0007624,0.0007624
14,289.371,1.77035,1.20343,0.99013,0.61889,0.57123,0.61935,0.31974,1.7908,1.29947,1.1558,0.0007426,0.0007426,0.0007426
15,309.588,1.77503,1.22983,0.97372,0.61774,0.56281,0.61819,0.31643,1.79362,1.30686,1.1561,0.0007228,0.0007228,0.0007228
16,329.855,1.72789,1.2191,1.00093,0.6137,0.56682,0.60715,0.31673,1.79532,1.31069,1.15737,0.000703,0.000703,0.000703
17,350.305,1.73294,1.16419,0.9689,0.61193,0.56784,0.61403,0.31881,1.7992,1.30698,1.16025,0.0006832,0.0006832,0.0006832
18,370.57,1.72755,1.17238,0.98866,0.61986,0.55276,0.61375,0.32018,1.7988,1.3148,1.15514,0.0006634,0.0006634,0.0006634
19,390.855,1.71812,1.18172,0.96833,0.63497,0.55276,0.61988,0.31787,1.80025,1.3167,1.14821,0.0006436,0.0006436,0.0006436
20,411.335,1.75294,1.19814,0.97791,0.63512,0.55276,0.60912,0.31755,1.79706,1.31617,1.1444,0.0006238,0.0006238,0.0006238
21,431.641,1.71136,1.14633,0.97843,0.63207,0.54774,0.61102,0.31843,1.78415,1.31845,1.14262,0.000604,0.000604,0.000604
22,451.958,1.66909,1.15951,0.99375,0.64404,0.55276,0.61654,0.32357,1.78821,1.32591,1.14552,0.0005842,0.0005842,0.0005842
23,472.574,1.6876,1.17562,0.969,0.62415,0.56281,0.62089,0.32412,1.79814,1.32926,1.1525,0.0005644,0.0005644,0.0005644
24,493.412,1.65872,1.09437,0.97633,0.61932,0.57227,0.62079,0.32133,1.80074,1.31875,1.15065,0.0005446,0.0005446,0.0005446
25,513.776,1.60967,1.09011,0.95878,0.6034,0.56281,0.61812,0.31674,1.80316,1.32047,1.15508,0.0005248,0.0005248,0.0005248
26,534.389,1.64952,1.11144,0.95411,0.60907,0.57789,0.61952,0.32241,1.79413,1.31645,1.15404,0.000505,0.000505,0.000505
27,554.85,1.71767,1.126,0.97801,0.62132,0.57789,0.61958,0.32135,1.78334,1.31358,1.15303,0.0004852,0.0004852,0.0004852
28,575.443,1.65091,1.08605,0.96099,0.62521,0.58681,0.62447,0.32463,1.77649,1.319,1.14934,0.0004654,0.0004654,0.0004654
29,595.924,1.6966,1.11884,0.98414,0.61517,0.59444,0.62283,0.32288,1.78632,1.32124,1.15338,0.0004456,0.0004456,0.0004456
30,616.363,1.67636,1.13069,0.97742,0.61975,0.56281,0.61412,0.32373,1.78674,1.30635,1.15588,0.0004258,0.0004258,0.0004258
