epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.8331,2.7297,2.24267,1.26821,0.48084,0.44724,0.3884,0.16426,2.12312,1.86255,1.19564,0.001625,0.001625,0.069125
2,41.6898,2.37111,1.89095,1.16307,0.49291,0.49246,0.47071,0.22509,1.88043,1.66956,1.11348,0.00312873,0.00312873,0.0372954
3,62.2745,2.1521,1.6218,1.11533,0.52519,0.56281,0.51345,0.25952,1.74266,1.54298,1.07,0.00446746,0.00446746,0.00530079
4,83.0076,2.01453,1.50395,1.09197,0.55855,0.59799,0.54785,0.28939,1.67406,1.46112,1.05382,0.0042575,0.0042575,0.0042575
5,103.773,2.01479,1.54224,1.09047,0.6076,0.59137,0.5928,0.31697,1.63749,1.41445,1.04762,0.00401,0.00401,0.00401
6,124.419,1.99909,1.51658,1.05444,0.65102,0.60804,0.61761,0.32095,1.63033,1.3815,1.03578,0.0037625,0.0037625,0.0037625
7,145.081,1.92676,1.4057,1.07266,0.67545,0.58291,0.63917,0.33544,1.61344,1.35552,1.03493,0.003515,0.003515,0.003515
8,165.773,1.89404,1.39644,1.04179,0.67977,0.59799,0.6549,0.35209,1.59934,1.35469,1.0283,0.0032675,0.0032675,0.0032675
9,186.405,1.82524,1.3892,1.00663,0.65425,0.60804,0.66538,0.36932,1.55791,1.31167,1.02361,0.00302,0.00302,0.00302
10,207.087,1.80201,1.30655,1.00851,0.69724,0.58794,0.6692,0.36254,1.5774,1.3008,1.02465,0.0027725,0.0027725,0.0027725
11,227.109,1.70656,1.28184,1.00008,0.71292,0.59902,0.68337,0.36918,1.58347,1.30417,1.02152,0.002525,0.002525,0.002525
12,247,1.72107,1.2395,1.0154,0.68575,0.58794,0.67075,0.36672,1.55902,1.3062,1.02778,0.0022775,0.0022775,0.0022775
13,267.231,1.77812,1.24673,1.02097,0.7272,0.56281,0.6745,0.37405,1.54182,1.29884,1.04163,0.00203,0.00203,0.00203
14,287.384,1.69507,1.2478,1.00019,0.71545,0.56857,0.67949,0.37143,1.56679,1.28358,1.04391,0.0017825,0.0017825,0.0017825
15,307.622,1.65659,1.20566,0.99263,0.75371,0.56281,0.68022,0.37124,1.5765,1.28393,1.03958,0.001535,0.001535,0.001535
16,328.292,1.68917,1.19993,1.00104,0.72148,0.60302,0.69005,0.36998,1.5949,1.26843,1.03678,0.0012875,0.0012875,0.0012875
17,347.108,1.6505,1.19596,0.98915,0.732,0.59799,0.68542,0.37641,1.5571,1.25875,1.03277,0.00104,0.00104,0.00104
18,363.508,1.64372,1.14173,0.98275,0.72462,0.59799,0.69084,0.37341,1.53747,1.26071,1.03227,0.0007925,0.0007925,0.0007925
19,380.193,1.62218,1.12499,0.98238,0.71665,0.58291,0.69382,0.3775,1.53034,1.25642,1.03244,0.000545,0.000545,0.000545
20,396.841,1.67225,1.15857,0.96334,0.72002,0.58155,0.68952,0.37822,1.53673,1.25716,1.03176,0.0002975,0.0002975,0.0002975
