epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.8884,1.8175,1.37248,1.0254,0.64897,0.52907,0.54724,0.26893,1.84943,1.41943,1.03717,0.000325,0.000325,0.067825
2,49.6151,1.84009,1.30925,1.01986,0.61625,0.5407,0.55942,0.27369,1.8374,1.44525,1.0318,0.000645298,0.000645298,0.034812
3,74.0635,1.8182,1.28445,1.01956,0.61585,0.5407,0.56468,0.27669,1.83291,1.41084,1.02611,0.000952397,0.000952397,0.00178573
4,98.29,1.79381,1.31158,1.01664,0.60474,0.53488,0.57025,0.27567,1.83198,1.39822,1.02388,0.0009406,0.0009406,0.0009406
5,122.436,1.80211,1.28607,0.991,0.65016,0.5407,0.57477,0.27847,1.85246,1.39603,1.03044,0.0009208,0.0009208,0.0009208
6,146.812,1.78749,1.29717,1.00008,0.64765,0.5407,0.57754,0.2857,1.84171,1.38761,1.0285,0.000901,0.000901,0.000901
7,170.998,1.71982,1.2001,1.00193,0.6238,0.54651,0.57451,0.28185,1.85594,1.3899,1.0278,0.0008812,0.0008812,0.0008812
8,198.207,1.71987,1.20514,1.00106,0.64881,0.54651,0.58161,0.27941,1.86729,1.41374,1.0263,0.0008614,0.0008614,0.0008614
9,222.992,1.70985,1.17945,0.99498,0.65006,0.53488,0.57348,0.28584,1.85836,1.40266,1.02695,0.0008416,0.0008416,0.0008416
10,247.412,1.7606,1.22095,1.00116,0.66307,0.53777,0.58875,0.28629,1.87428,1.40368,1.02914,0.0008218,0.0008218,0.0008218
11,271.659,1.69963,1.19636,0.97671,0.68083,0.54568,0.59954,0.2893,1.87875,1.39446,1.02967,0.000802,0.000802,0.000802
12,295.778,1.74453,1.17201,0.98501,0.68914,0.5407,0.59715,0.28825,1.87855,1.4124,1.02729,0.0007822,0.0007822,0.0007822
13,320.122,1.76581,1.16062,0.96673,0.69624,0.5407,0.60068,0.29671,1.8581,1.40852,1.02792,0.0007624,0.0007624,0.0007624
14,344.502,1.72532,1.18701,0.98853,0.69304,0.55131,0.60274,0.2974,1.86875,1.39997,1.02552,0.0007426,0.0007426,0.0007426
15,368.791,1.67602,1.12378,0.97549,0.65713,0.56395,0.5999,0.29776,1.86407,1.40137,1.02617,0.0007228,0.0007228,0.0007228
16,393.263,1.72701,1.16567,0.99043,0.65764,0.56395,0.60425,0.30154,1.85852,1.39734,1.02211,0.000703,0.000703,0.000703
17,417.714,1.71243,1.15896,0.97546,0.66115,0.56395,0.60735,0.30453,1.86024,1.38073,1.02208,0.0006832,0.0006832,0.0006832
18,442.087,1.70142,1.14772,0.99214,0.68908,0.55233,0.60905,0.30652,1.85576,1.37361,1.02077,0.0006634,0.0006634,0.0006634
19,466.412,1.70571,1.14676,0.97825,0.68989,0.55233,0.60427,0.30534,1.85244,1.38181,1.02103,0.0006436,0.0006436,0.0006436
20,490.916,1.6817,1.11046,0.97171,0.64369,0.55814,0.59977,0.3042,1.85522,1.3879,1.0216,0.0006238,0.0006238,0.0006238
21,515.143,1.64191,1.12351,0.95782,0.65286,0.55233,0.60286,0.3004,1.86566,1.38667,1.02534,0.000604,0.000604,0.000604
22,539.454,1.66723,1.13766,0.95883,0.65272,0.55814,0.60351,0.30528,1.8546,1.37824,1.02486,0.0005842,0.0005842,0.0005842
23,563.652,1.62627,1.11264,0.96899,0.66014,0.55814,0.60502,0.30043,1.8615,1.37716,1.02886,0.0005644,0.0005644,0.0005644
