epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.9119,2.0743,1.63241,1.10585,0.40526,0.37222,0.29688,0.12363,2.16909,1.80202,1.2592,0.00038,0.00038,0.00038
2,26.0422,2.06937,1.4694,1.05244,0.38713,0.37222,0.2911,0.12278,2.18118,1.82255,1.24186,0.000764556,0.000764556,0.000764556
3,38.7654,1.96013,1.38974,1.08918,0.43731,0.35,0.305,0.13051,2.17403,1.82566,1.26746,0.00113327,0.00113327,0.00113327
4,51.6805,2.00161,1.30461,1.05053,0.3953,0.35,0.28768,0.11742,2.2034,1.92921,1.26026,0.00148615,0.00148615,0.00148615
5,64.3282,1.90209,1.30003,1.066,0.3512,0.409,0.30705,0.12313,2.1996,1.87949,1.21466,0.00182318,0.00182318,0.00182318
6,76.9773,1.8592,1.24381,1.04995,0.47968,0.3534,0.31733,0.11928,2.21202,1.96596,1.23727,0.001802,0.001802,0.001802
7,89.7657,1.89285,1.22128,1.02345,0.40749,0.35556,0.27701,0.10375,2.25911,1.99135,1.27053,0.0017624,0.0017624,0.0017624
8,102.417,1.88664,1.17598,1.01708,0.42834,0.37222,0.29958,0.11709,2.32299,1.83452,1.30993,0.0017228,0.0017228,0.0017228
9,115.034,1.87787,1.19279,1.0338,0.36546,0.37778,0.28921,0.11416,2.32129,1.8578,1.3075,0.0016832,0.0016832,0.0016832
10,127.852,1.81326,1.18147,1.0004,0.37271,0.38889,0.27579,0.11727,2.28139,1.91711,1.29982,0.0016436,0.0016436,0.0016436
11,140.506,1.83079,1.12496,0.98141,0.42817,0.35,0.30733,0.12907,2.21217,1.91283,1.28682,0.001604,0.001604,0.001604
12,153.19,1.82418,1.15524,1.00433,0.34829,0.38301,0.28334,0.11691,2.16241,1.93879,1.25661,0.0015644,0.0015644,0.0015644
13,166.048,1.85225,1.1235,0.99201,0.436,0.39941,0.31111,0.12219,2.22842,1.91241,1.27195,0.0015248,0.0015248,0.0015248
14,178.856,1.70875,1.03655,0.96831,0.4862,0.32778,0.31574,0.13316,2.17351,1.85957,1.25616,0.0014852,0.0014852,0.0014852
15,191.775,1.71551,1.04567,0.96597,0.43115,0.37778,0.31616,0.13077,2.15131,1.9057,1.24728,0.0014456,0.0014456,0.0014456
16,204.484,1.74506,1.06026,0.97898,0.42109,0.36667,0.30474,0.12356,2.2709,1.94899,1.29742,0.001406,0.001406,0.001406
17,217.087,1.64791,0.96125,0.93216,0.47332,0.32222,0.29408,0.11669,2.25115,2.14756,1.25852,0.0013664,0.0013664,0.0013664
18,229.888,1.6407,0.94288,0.95966,0.4164,0.3409,0.27255,0.11277,2.20057,2.07453,1.24107,0.0013268,0.0013268,0.0013268
19,242.797,1.58786,0.95065,0.93198,0.36899,0.40556,0.28085,0.11918,2.1288,1.94451,1.22508,0.0012872,0.0012872,0.0012872
20,255.725,1.57833,0.91878,0.93338,0.32255,0.4,0.27982,0.11812,2.24568,2.01264,1.27894,0.0012476,0.0012476,0.0012476
21,268.515,1.56473,0.88121,0.91915,0.33257,0.37778,0.27683,0.12206,2.17315,2.00031,1.30689,0.001208,0.001208,0.001208
22,281.405,1.51914,0.88058,0.92916,0.3509,0.42222,0.29601,0.12329,2.17584,1.93394,1.28288,0.0011684,0.0011684,0.0011684
23,294.113,1.50917,0.85368,0.93102,0.4081,0.37778,0.31136,0.13152,2.16259,2.05106,1.27515,0.0011288,0.0011288,0.0011288
24,306.889,1.49754,0.86903,0.93652,0.42809,0.38333,0.3206,0.13228,2.16055,2.05188,1.23823,0.0010892,0.0010892,0.0010892
25,319.673,1.44434,0.83163,0.91506,0.39978,0.37222,0.29865,0.12425,2.20246,1.97697,1.23045,0.0010496,0.0010496,0.0010496
26,332.348,1.45198,0.82278,0.9184,0.40184,0.36111,0.29242,0.12055,2.22017,1.97152,1.27577,0.00101,0.00101,0.00101
27,345.257,1.51074,0.84531,0.91545,0.41803,0.33333,0.29098,0.11442,2.24686,2.04191,1.28409,0.0009704,0.0009704,0.0009704
28,358.121,1.46591,0.8165,0.90819,0.34397,0.37778,0.28158,0.11318,2.24566,2.05225,1.3103,0.0009308,0.0009308,0.0009308
29,370.981,1.42862,0.79193,0.90069,0.456,0.37222,0.31709,0.13059,2.24986,2.10594,1.31231,0.0008912,0.0008912,0.0008912
