epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.5298,2.9329,2.21511,1.43994,0.36265,0.25116,0.20573,0.07818,2.60741,1.89943,1.325,0.00038,0.00038,0.00038
2,22.5256,2.46617,1.89067,1.25036,0.41185,0.35172,0.28806,0.11636,2.39216,1.83013,1.27618,0.00074139,0.00074139,0.00074139
3,33.403,2.20658,1.6512,1.18094,0.48967,0.36552,0.33394,0.14341,2.31481,1.75573,1.2464,0.00106318,0.00106318,0.00106318
4,44.1745,2.2196,1.65689,1.14981,0.51058,0.42069,0.39237,0.16109,2.23202,1.6867,1.20857,0.00134537,0.00134537,0.00134537
5,55.1558,2.09947,1.47258,1.14517,0.67838,0.33793,0.37465,0.15279,2.23866,1.67627,1.20229,0.00158796,0.00158796,0.00158796
6,65.9413,2.06101,1.49876,1.11182,0.58281,0.4,0.37707,0.15196,2.23139,1.66138,1.21113,0.001505,0.001505,0.001505
7,76.7271,1.99665,1.44086,1.11806,0.5092,0.4,0.38558,0.16667,2.16515,1.6351,1.18043,0.001406,0.001406,0.001406
8,87.386,1.9035,1.38103,1.1103,0.50192,0.39616,0.40014,0.1685,2.17758,1.58834,1.16797,0.001307,0.001307,0.001307
9,98.3145,1.90091,1.29104,1.04538,0.48556,0.42759,0.4047,0.16506,2.17863,1.63142,1.16506,0.001208,0.001208,0.001208
10,109.254,1.95314,1.31221,1.06278,0.45716,0.45884,0.4106,0.17244,2.20406,1.59774,1.19242,0.001109,0.001109,0.001109
11,119.714,1.90647,1.26489,1.11386,0.58386,0.4,0.40467,0.17345,2.15776,1.57881,1.17189,0.00101,0.00101,0.00101
12,130.364,1.73212,1.18781,1.05905,0.56989,0.42759,0.40383,0.17058,2.18453,1.58418,1.17613,0.000911,0.000911,0.000911
13,140.946,1.7711,1.15412,1.0171,0.48956,0.42069,0.40039,0.17131,2.2097,1.64074,1.17962,0.000812,0.000812,0.000812
14,151.243,1.7197,1.11493,1.01504,0.48345,0.40018,0.38374,0.16314,2.22442,1.63392,1.18877,0.000713,0.000713,0.000713
15,161.53,1.68609,1.09471,1.02531,0.52568,0.41275,0.39749,0.16752,2.21264,1.62264,1.18082,0.000614,0.000614,0.000614
16,171.946,1.72381,1.07579,1.03451,0.50428,0.4069,0.39189,0.16707,2.20507,1.64837,1.17819,0.000515,0.000515,0.000515
17,182.139,1.62557,0.99754,1.0041,0.52893,0.37241,0.38787,0.16607,2.19075,1.67799,1.16739,0.000416,0.000416,0.000416
18,192.531,1.60419,0.99777,1.00338,0.52438,0.3954,0.40072,0.16768,2.18369,1.6991,1.16576,0.000317,0.000317,0.000317
19,202.788,1.60238,0.98621,0.97974,0.51772,0.39238,0.39199,0.16735,2.18489,1.70154,1.16605,0.000218,0.000218,0.000218
20,213.147,1.60456,1.00568,0.99918,0.49535,0.36555,0.3818,0.16706,2.18315,1.70085,1.16529,0.000119,0.000119,0.000119
