epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,275.182,1.71499,1.19095,0.97951,0.56867,0.61914,0.61012,0.31324,1.74997,1.28104,1.09384,0.0007624,0.0007624,0.0007624
14,296.164,1.73949,1.19636,0.97571,0.625,0.56171,0.61158,0.31586,1.73306,1.27696,1.09127,0.0007426,0.0007426,0.0007426
15,316.672,1.77409,1.1765,0.98949,0.60932,0.59458,0.60194,0.3098,1.73287,1.2658,1.08729,0.0007228,0.0007228,0.0007228
16,337.112,1.6808,1.19905,0.98143,0.61672,0.63119,0.61743,0.31685,1.72612,1.263,1.08227,0.000703,0.000703,0.000703
17,357.559,1.7153,1.15433,0.95668,0.60467,0.62983,0.62019,0.3217,1.72135,1.26344,1.08338,0.0006832,0.0006832,0.0006832
18,378.068,1.66509,1.13631,0.96854,0.67621,0.55383,0.61652,0.32046,1.72527,1.25517,1.08474,0.0006634,0.0006634,0.0006634
19,398.507,1.72655,1.20477,0.96946,0.59178,0.63274,0.61342,0.32027,1.72914,1.25367,1.08929,0.0006436,0.0006436,0.0006436
20,419.395,1.72113,1.15105,0.96784,0.73857,0.51508,0.61601,0.31831,1.73935,1.25,1.09608,0.0006238,0.0006238,0.0006238
21,440.286,1.69234,1.12524,0.97245,0.64531,0.59116,0.62039,0.31474,1.73812,1.23897,1.09318,0.000604,0.000604,0.000604
22,460.936,1.64565,1.12792,0.95344,0.65258,0.55249,0.61881,0.31817,1.72499,1.22991,1.09067,0.0005842,0.0005842,0.0005842
23,481.618,1.67194,1.137,0.94401,0.72707,0.53591,0.61415,0.32131,1.71226,1.24429,1.08801,0.0005644,0.0005644,0.0005644
24,502.354,1.64079,1.07596,0.97273,0.72478,0.53039,0.61806,0.32058,1.70938,1.22926,1.08427,0.0005446,0.0005446,0.0005446
25,523.276,1.63828,1.11635,0.96569,0.70666,0.54571,0.6183,0.32459,1.70578,1.22367,1.08431,0.0005248,0.0005248,0.0005248
26,543.806,1.70951,1.18977,0.96719,0.71902,0.53591,0.62001,0.32208,1.70954,1.22351,1.08312,0.000505,0.000505,0.000505
27,564.949,1.61999,1.08948,0.97422,0.72924,0.51381,0.60245,0.32089,1.70587,1.22324,1.08395,0.0004852,0.0004852,0.0004852
28,585.665,1.6605,1.09095,0.95005,0.71275,0.53039,0.61551,0.3211,1.70229,1.22291,1.08508,0.0004654,0.0004654,0.0004654
29,606.148,1.6445,1.10041,0.96826,0.65823,0.56906,0.60352,0.32298,1.6938,1.21566,1.08367,0.0004456,0.0004456,0.0004456
30,626.682,1.6116,1.0591,0.958,0.59866,0.59669,0.60864,0.32262,1.69549,1.22097,1.08299,0.0004258,0.0004258,0.0004258
31,647.387,1.59016,1.07225,0.95811,0.60281,0.60773,0.62194,0.32464,1.6912,1.22808,1.08369,0.000406,0.000406,0.000406
32,668.482,1.64771,1.11522,0.94855,0.6203,0.60773,0.62411,0.32349,1.69857,1.22419,1.08369,0.0003862,0.0003862,0.0003862
33,690.405,1.65871,1.07579,0.93834,0.64597,0.61494,0.63491,0.32446,1.7107,1.22865,1.08469,0.0003664,0.0003664,0.0003664
34,711.116,1.59899,1.06562,0.96417,0.59765,0.63536,0.62539,0.32918,1.69921,1.21765,1.08576,0.0003466,0.0003466,0.0003466
35,731.686,1.55836,1.01572,0.93397,0.64074,0.59669,0.62192,0.32863,1.70058,1.21395,1.08505,0.0003268,0.0003268,0.0003268
36,752.214,1.63074,1.0858,0.96041,0.75409,0.51934,0.626,0.33079,1.69212,1.21928,1.08271,0.000307,0.000307,0.000307
37,773.079,1.6528,1.08964,0.97549,0.72844,0.53353,0.61959,0.32584,1.70531,1.22334,1.08409,0.0002872,0.0002872,0.0002872
38,793.592,1.65932,1.06266,0.95701,0.62183,0.59669,0.61921,0.32351,1.71106,1.22946,1.08885,0.0002674,0.0002674,0.0002674
39,814.063,1.64109,1.11043,0.95907,0.61403,0.62983,0.6263,0.3276,1.70632,1.22055,1.08754,0.0002476,0.0002476,0.0002476
40,834.918,1.59819,1.07696,0.95197,0.60996,0.63072,0.62718,0.32095,1.70811,1.21448,1.08893,0.0002278,0.0002278,0.0002278
41,855.106,1.64824,1.19939,0.98443,0.68685,0.54532,0.58526,0.30099,1.73553,1.33549,1.09259,0.000208,0.000208,0.000208
42,875.009,1.63097,1.11929,0.98236,0.64583,0.53591,0.56373,0.284,1.74957,1.37232,1.09608,0.0001882,0.0001882,0.0001882
43,894.842,1.60289,1.08296,0.97576,0.66263,0.52486,0.5656,0.28597,1.75156,1.36587,1.09734,0.0001684,0.0001684,0.0001684
44,914.924,1.54616,1.09485,0.9433,0.66512,0.52672,0.57044,0.29149,1.74876,1.33926,1.09504,0.0001486,0.0001486,0.0001486
45,934.823,1.51651,1.05011,0.93484,0.66129,0.53039,0.57705,0.29546,1.74061,1.31923,1.09113,0.0001288,0.0001288,0.0001288
46,954.673,1.49366,1.01385,0.96668,0.64013,0.55249,0.58001,0.2983,1.7355,1.30759,1.08889,0.000109,0.000109,0.000109
47,974.604,1.60445,1.10984,0.9584,0.65621,0.54696,0.58355,0.29477,1.7378,1.30338,1.08955,8.92e-05,8.92e-05,8.92e-05
48,994.33,1.57764,1.05501,0.95745,0.63726,0.54354,0.58161,0.29278,1.73672,1.30823,1.08982,6.94e-05,6.94e-05,6.94e-05
49,1014.11,1.57811,1.06093,0.98047,0.6627,0.54696,0.58412,0.2958,1.73615,1.3064,1.09036,4.96e-05,4.96e-05,4.96e-05
50,1033.99,1.55133,1.03219,0.95806,0.63704,0.55801,0.5927,0.30027,1.73235,1.29636,1.08913,2.98e-05,2.98e-05,2.98e-05
